ReadableTitle,Title,Author,Narrator,Series,Genres,Description
Lord of Chaos,LordofChaos,RobertJordan,KateReading MichaelKramer,TheWheelofTime,Action&Adventure Epic Fantasy,The Wheel of Time is now an original series on Prime Video starring Rosamund Pike as Moiraine! In Lord of Chaos the sixth novel in Robert Jordan’s #1 New York Times bestselling epic fantasy series The Wheel of Time® Rand al’Thor the Dragon Reborn builds his army of Light even as sworn enemies--and supposed allies--move against him. Now ruling Tear Andor and Caemlyn among other nations Rand is recruiting all men capable of channeling to be trained as his Asha'man soldiers. The warrior Aiel clans have pledged loyalty to Rand acknowledging him as their chief of chiefs even though the Shaido Aiel remain a threat. Split into two factions the Aes Sedai of the White Tower and their rebel counterparts both seek to ally themselves with the Dragon Reborn. Rand knows all too well the manipulative nature of the Aes Sedai no matter which side of their internal war they stand upon. But even he cannot predict just how desperate cruel and treacherous they can be. And in the shadows the Forsaken and the Dark One are conjuring even more chaos... Since its debut in 1990 The Wheel of Time® by Robert Jordan has captivated millions of readers around the globe with its scope originality and compelling characters. The last six books in series were all instant #1 New York Times bestsellers and The Eye of the World was named one of America's best-loved novels by PBS's The Great American Read. The Wheel of Time® New Spring: The Novel #1 The Eye of the World #2 The Great Hunt #3 The Dragon Reborn #4 The Shadow Rising #5 The Fires of Heaven #6 Lord of Chaos #7 A Crown of Swords #8 The Path of Daggers #9 Winter's Heart #10 Crossroads of Twilight #11 Knife of Dreams By Robert Jordan and Brandon Sanderson #12 The Gathering Storm #13 Towers of Midnight #14 A Memory of Light By Robert Jordan and Teresa Patterson The World of Robert Jordan's The Wheel of Time By Robert Jordan Harriet McDougal Alan Romanczuk and Maria Simons The Wheel of Time Companion By Robert Jordan and Amy Romanczuk Patterns of the Wheel: Coloring Art Based on Robert Jordan's The Wheel of Time At the Publisher's request this title is being sold without Digital Rights Management Software (DRM) applied.
The Shadow Rising,TheShadowRising,RobertJordan,KateReading MichaelKramer,TheWheelofTime,Epic Fantasy Action&Adventure,Now a major TV series on Prime Video The fourth novel in the Wheel of Time series - one of the most influential and popular fantasy epics ever published. The Stone of Tear invulnerable fortress of legend has fallen. The Children of the Dragon have risen to the call of prophecy and march to the aid of the Light. Callandor the Sword That Is Not a Sword is held by Rand al'Thor the man proclaimed as the Dragon Reborn. But still the shadows lengthen and still the Forsaken grow in strength. If he is to fight them Rand must master the male half of the True Source a power corrupted by the Dark One a power that drives men to madness a power that may save or damn the world. 'Epic in every sense' Sunday Times 'With the Wheel of Time Jordan has come to dominate the world that Tolkien began to reveal' New York Times '[The] huge ambitious Wheel of Time series helped redefine the genre' George R. R. Martin 'A fantasy phenomenon' SFX The Wheel of Time series: Book 1: The Eye of the World Book 2: The Great Hunt Book 3: The Dragon Reborn Book 4: The Shadow Rising Book 5: The Fires of Heaven Book 6: Lord of Chaos Book 7: A Crown of Swords Book 8: The Path of Daggers Book 9: Winter's Heart Book 10: Crossroads of Twilight Book 11: Knife of Dreams Book 12: The Gathering Storm Book 13: Towers of Midnight Book 14: A Memory of Light Prequel: New Spring Look out for the companion book: The World of Robert Jordan's The Wheel of Time
The Dragon Reborn,TheDragonReborn,RobertJordan,KateReading MichaelKramer,TheWheelofTime,Action&Adventure Epic Fantasy,Able to touch the One Power but powerless to control its great destructive force Rand Al'Thor the Dragon Reborn must face the Dark One in a battle to the death.
The Great Hunt,TheGreatHunt,RobertJordan,KateReading MichaelKramer,TheWheelofTime,Epic Fantasy Action&Adventure,The second book in Robert Jordan's internationally bestselling epic fantasy series THE WHEEL OF TIME. The Forsaken are loose the Horn of Valere has been found and the Dead are rising from their dreamless sleep. The Prophecies are being fulfilled - but Rand al' Thor the shepherd the Aes Sedai have proclaimed as the Dragon Reborn desperately seeks to escape his destiny. Rand cannot run forever. With every passing day the Dark One grows in strength and strives to shatter his ancient prison to break the Wheel to bring an end to Time and sunder the weave of the Pattern. And the Pattern demands the Dragon.
Gardens of the Moon,GardensoftheMoon,StevenErikson,RalphLister,MalazanBookoftheFallen,Epic Fantasy,Follows the perils of the citizens of the warring Malazan Empire.
Deadhouse Gates,DeadhouseGates,StevenErikson,RalphLister,MalazanBookoftheFallen,Epic Fantasy,'This masterwork of the imagination may be the high watermark of epic fantasy.' Glen Cook 'This is true myth in the making a drawing upon fantasy to recreate histories and legends as rich as any found within our culture' Interzone In the Holy Desert Raraku the seer Sha'ik and her followers prepare for the long-prophesied uprising named the Whirlwind. Enslaved in the Otataral mines Felisin - youngest scion of the disgraced House of Paran - dreams of freedom and vows revenge. The outlawed Bridgeburners Fiddler and Kalam conspire to rid the world of the Empress Laseen - although it seems the gods would as always have it otherwise. And as two ancient warriors - bearers of a devastating secret - enter this blighted land so an untried commander of the Malaz 7th Army leads his war-weary troops in a last valiant running battle to save the lives of thirty thousand refugees. In this thrilling second chapter in the epic story of the Malazan empire war and betrayal intrigue and roiling magic collide shaping destinies and giving birth to legends . . . 'One of the best fantasy novels of the year.' SF Site 'Arguably the best fantasy series ever written.' Fantasy Book Review
Memories of Ice,MemoriesofIce,StevenErikson,RalphLister,MalazanBookoftheFallen,Epic Fantasy,Marking the return of many characters from Gardens of the Moon and introducing a host of remarkable new players Memories of Ice is both a momentous new chapter in Steven Erikson's magnificent epic fantasy and a triumph of storytelling. The ravaged continent of Genabackis has given birth to a terrifying new empire: the Pannion Domin. Like a tide of corrupted blood it seethes across the land devouring all. In its path stands an uneasy alliance: Onearm's army and Whiskeyjack's Bridgeburners alongside their enemies of old--the forces of the Warlord Caladan Brood Anomander Rake and his Tiste Andii mages and the Rhivi people of the plains. But ancient undead clans are also gathering; the T'lan Imass have risen. For it would seem something altogether darker and more malign threatens this world. Rumors abound that the Crippled God is now unchained and intent on a terrible revenge. At the Publisher's request this title is being sold without Digital Rights Management Software (DRM) applied.
House of Chains,HouseofChains,StevenErikson,MichaelPage,MalazanBookoftheFallen,Epic Fantasy,'I stand slack-jawed in awe of The Malazan Book of the Fallen. This masterwork of the imagination may be the high watermark of epic fantasy.' Glen Cook 'This is true myth in the making a drawing upon fantasy to recreate histories and legends as rich as any found within our culture' Interzone In Northern Genabackis just before the events recounted in Gardens of the Moon a raiding party of tribal warriors descends from the mountains into the southern flat lands. Their intention is to wreak havoc among the despised lowlanders but for one amongst their number it is the beginning of an extraordinary destiny. His name is Karsa Orlong. Some years later it is the aftermath of the Chain of Dogs. Coltaine revered commander of the Malazan 7th Army is dead. And now Tavore sister of Ganoes Paran and Adjunct to the Empress recently arrived at the last remaining Malazan stronghold of the Seven Cities must take charge. Untested and new to command she must hone a small army of twelve thousand soldiers mostly raw recruits into a viable fighting force and lead them against the masses of Sha'ik's Whirlwind. Her only hope of success rests with the few remaining survivors from Coltaine's legendary march. In distant Raraku in the heart of the Holy Desert the seer Sha'ik waits with her increasingly restless rebel army. And waiting is never easy especially when a disparate collection of warlords - tribal chiefs High Mages a renegade Malazan Fist and his sorceror - is locked in a vicious power struggle that threatens to tear the rebellion apart from within. And Sha'ik herself suffers haunted by the private knowledge of the one she knows is her nemesis . . . So begins this epic novel of war intrigue betrayal and magic - the awesome fourth chapter in one of the landmark works of epic fantasy Steven Erikson's The Malazan Book of the Fallen. 'The most masterful piece of fiction I have ever read. It has single-handedly changed everything we thought we knew about fantasy literature and redefined what is possible.' SF Site 'Arguably the best fantasy series ever written.' Fantasy Book Review
Midnight Tides,MidnightTides,StevenErikson,MichaelPage,MalazanBookoftheFallen,Fantasy Epic,After decades of warfare the tribes of the Tiste Edur have at last united under the rule of the Warlock King. But peace has been exacted at a terrible price - a pact made with a hidden power whose motives are at best suspect at worst deadly. To the south the expansionist kingdom of Lether has devoured all of its less-civilised neighbours with rapacious hunger. All save one - the Tiste Edur. But Lether is approaching a long-prophesied renaissance that it will take it from a kingdom and lost colony to an empire reborn - and has fixed its gaze on the rich lands of the Tiste Edur. It would seem inevitable that the tribes will surrender succumbing to the suffocating weight of gold or to slaughter at the edge of a sword. Or so Destiny has decreed. A pivotal treaty between the two sides nears but unknown ancient forces are awakening. For the impending struggle between these two peoples is but a pale reflection of an altogether more profound primal battle - a confrontation driven by a still-raw betrayal and a craving for vengeance. War and confrontation magic and myth collide in this the stunning fifth chapter in Steven Erikson's magnificent The Malazan Book of the Fallen - a series hailed as an epic of the imagination and a classic work of high fantasy.
Bonehunters,Bonehunters,StevenErikson,MichaelPage,MalazanBookoftheFallen,Fantasy Epic,The Seven Cities Rebellion is over Sha'ik is dead but a last rebel force remains holed up in the city of Y'Ghatan under the fanatical command of Leoman of the Flails. The prospect of laying siege to this ancient fortress makes the battle-weary Malaz 14th Army uneasy - for it was here that the Empire's greatest champion Dassem Ultor was slain and a tide of Malazan blood spilled... But agents of a far greater conflict have made their opening moves. The Crippled God has been granted a place in the pantheon a schism threatens sides must be chosen but whatever each god decides the rules have changed - and the first blood spilled will be in the mortal world: a world in which a host of characters familiar and new search for a fate that they might fashion by their own will. If only the gods would leave them alone. But gods are disinclined to be kind. There shall be war war in the heavens. And the prize? Nothing less than existence itself...
Reaper's Gale,Reaper'sGale,StevenErikson,JohnHaag,MalazanBookoftheFallen,Epic Fantasy,A brutal harrowing chapter of the Malazan Book of the Fallen from best selling author Steven Erikson All is not well in the Letherii Empire. Rhulad Sengar the Emperor of a Thousand Deaths spirals into madness surrounded by sycophants and agents of his Machiavellian chancellor. Meanwhile the Letherii secret police conduct a campaign of terror against their own people. The Errant once a farseeing god is suddenly blind to the future. Conspiracies seethe throughout the palace as the empire - driven by the corrupt and self-interested - edges ever-closer to all-out war with the neighboring kingdoms. The great Edur fleet--its warriors selected from countless numbers of people--draws closer. Amongst the warriors are Karsa Orlong and Icarium Lifestealer--each destined to cross blades with the emperor himself. That yet more blood is to be spilled is inevitable... Against this backdrop a band of fugitives seek a way out of the empire but one of them Fear Sengar must find the soul of Scabandari Bloodeye. It is his hope that the soul might help halt the Tiste Edur and so save his brother the emperor. Yet traveling with them is Scabandari's most ancient foe: Silchas Ruin brother of Anomander Rake. And his motives are anything but certain - for the wounds he carries on his back made by the blades of Scabandari are still fresh. Fate decrees that there is to be a reckoning for such bloodshed cannot go unanswered--and it will be a reckoning on an unimaginable scale. This is a brutal harrowing novel of war intrigue and dark uncontrollable magic; this is epic fantasy at its most imaginative storytelling at its most thrilling. At the Publisher's request this title is being sold without Digital Rights Management Software (DRM) applied.
Toll the Hounds,TolltheHounds,StevenErikson,JohnHaag,MalazanBookoftheFallen,Fantasy Epic,A thrilling harrowing novel of war intrigue and dark uncontrollable magic Toll the Hounds is the new chapter in Erikson's monumental series - epic fantasy at its most imaginative and storytelling at its most exciting. In Darujhistan the city of blue fire it is said that love and death shall arrive dancing. It is summer and the heat is oppressive but for the small round man in the faded red waistcoat discomfiture is not just because of the sun. All is not well. Dire portents plague his nights and haunt the city streets like fiends of shadow. Assassins skulk in alleyways but the quarry has turned and the hunters become the hunted. Hidden hands pluck the strings of tyranny like a fell chorus. While the bards sing their tragic tales somewhere in the distance can be heard the baying of Hounds...And in the distant city of Black Coral where rules Anomander Rake Son of Darkness ancient crimes awaken intent on revenge. It seems Love and Death are indeed about to arrive...hand in hand dancing. At the Publisher's request this title is being sold without Digital Rights Management Software (DRM) applied.
Dust of Dreams,DustofDreams,StevenErikson,JohnHaag,MalazanBookoftheFallen,Fantasy Epic,On the Letherii continent the exiled Malazan army commanded by Adjunct Tavore escorted by Brys Beddict and an elite Letherii force begins its march into the eastern Wastelands to fight for an unknown cause against an enemy it has never seen.
The Crippled God,TheCrippledGod,StevenErikson,JohnHaag,MalazanBookoftheFallen,Fantasy Epic,Tavore Paran struggles to hold her army together in order to combat a fearsome alien force while the gods threaten to once again unleash dragons to destroy the world
The Stone Sky,TheStoneSky,N.K.Jemisin,RobinMiles,TheBrokenEarth,Action&Adventure Fantasy Epic Post-Apocalyptic LGBTQA+,WINNER OF THE HUGO AWARD WINNER OF THE NEBULA AWARD WINNER OF THE LOCUS AWARD FOR BEST FANTASY An Amazon Best Book of the Year The incredible conclusion to the record-breaking triple Hugo award-winning trilogy that began with the The Fifth Season The Moon will soon return. Whether this heralds the destruction of humankind or something worse will depend on two women. Essun has inherited the phenomenal power of Alabaster Tenring. With it she hopes to find her daughter Nassun and forge a world in which every outcast child can grow up safe. For Nassun her mother's mastery of the Obelisk Gate comes too late. She has seen the evil of the world and accepted what her mother will not admit: that sometimes what is corrupt cannot be cleansed only destroyed. Praise for this trilogy: 'Amazing' Ann Leckie 'Breaks uncharted ground' Library Journal 'Beautiful' Nnedi Okorafor 'Astounding' NPR 'Brilliant' Washington Post The Broken Earth trilogy begins with The Fifth Season continues in The Obelisk Gate and concludes with The Stone Sky - out now. Also by N. K. Jemisin: The Inheritance trilogy The Hundred Thousand Kingdoms The Broken Kingdoms The Kingdom of Gods The Dreamblood Duology The Killing Moon The Shadowed Sun
The Obelisk Gate,TheObeliskGate,N.K.Jemisin,RobinMiles,TheBrokenEarth,Post-Apocalyptic Fantasy Epic Action&Adventure LGBTQA+,Winner of the Hugo Award for Best Novel The second book in the record-breaking triple Hugo Award-winning trilogy The season of endings grows darker as civilization fades into the long cold night. Essun has found shelter but not her missing daughter. Instead there is Alabaster Tenring destroyer of the world with a request only Essun can grant. Praise for this trilogy: 'Amazing' Ann Leckie 'Breaks uncharted ground' Library Journal 'Beautiful' Nnedi Okorafor 'Astounding' NPR 'Brilliant' Washington Post 'Heartbreaking wholly unexpected' Brian Staveley 'Awesome' Book Smugglers 'A powerful story of hope and survival' The Root The Broken Earth trilogy begins with The Fifth Season continues in The Obelisk Gate and concludes with The Stone Sky - out now. Also by N. K. Jemisin: The Inheritance trilogy The Hundred Thousand Kingdoms The Broken Kingdoms The Kingdom of Gods The Dreamblood Duology The Killing Moon The Shadowed Sun
The Fifth Season,TheFifthSeason,N.K.Jemisin,RobinMiles,TheBrokenEarth,Action&Adventure Epic Fantasy Post-Apocalyptic LGBTQA+,Winner of the Hugo Award for Best Novel Book 1 in the record-breaking triple Hugo-Award-winning trilogy ***One of Time Magazine's top 100 fantasy books of all time*** ***Shortlisted for the World Fantasy Nebula Kitschies Audie and Locus Awards*** ***A New York Times Notable Book and the inaugural Wired.com book club pick *** THIS IS THE WAY THE WORLD ENDS . . . FOR THE LAST TIME. IT STARTS WITH THE GREAT RED RIFT across the heart of the world's sole continent spewing ash that blots out the sun. IT STARTS WITH DEATH with a murdered son and a missing daughter. IT STARTS WITH BETRAYAL and long dormant wounds rising up to fester. This is the Stillness a land long familiar with catastrophe where the power of the earth is wielded as a weapon. And where there is no mercy. 'Astounding' NPR 'Amazing' Ann Leckie 'Breaks uncharted ground' Library Journal 'Powerful' io9 'Elegiac complex and intriguing' Publishers Weekly 'Intricate and extraordinary' New York Times 'Brilliant' Washington Post The Broken Earth trilogy is complete - beginning with The Fifth Season continuing in The Obelisk Gate (Winner of the Hugo Award for Best Novel) and concluding with The Stone Sky (Winner of the Hugo Award for Best Novel and Nebula Award). Also by N. K. Jemisin: The Inheritance trilogy The Hundred Thousand Kingdoms The Broken Kingdoms The Kingdom of Gods The Dreamblood Duology The Killing Moon The Shadowed Sun
"Detransition, Baby",DetransitionBaby,TorreyPeters,RenataFriedman,,LGBTQA+ Drama,NATIONAL BESTSELLER • The lives of three women—transgender and cisgender—collide after an unexpected pregnancy forces them to confront their deepest desires in “one of the most celebrated novels of the year” (Time) “Reading this novel is like holding a live wire in your hand.”—Vulture One of the New York Times’s 100 Best Books of the 21st Century Named one of the Best Books of the Year by more than twenty publications including The New York Times Book Review Entertainment Weekly NPR Time Vogue Esquire Vulture and Autostraddle PEN/Hemingway Award Winner • Finalist for the Lambda Literary Award the National Book Critics Circle Award and the Gotham Book Prize • Longlisted for The Women’s Prize • Roxane Gay’s Audacious Book Club Pick • New York Times Editors’ Choice Reese almost had it all: a loving relationship with Amy an apartment in New York City a job she didn't hate. She had scraped together what previous generations of trans women could only dream of: a life of mundane bourgeois comforts. The only thing missing was a child. But then her girlfriend Amy detransitioned and became Ames and everything fell apart. Now Reese is caught in a self-destructive pattern: avoiding her loneliness by sleeping with married men. Ames isn't happy either. He thought detransitioning to live as a man would make life easier but that decision cost him his relationship with Reese—and losing her meant losing his only family. Even though their romance is over he longs to find a way back to her. When Ames's boss and lover Katrina reveals that she's pregnant with his baby—and that she's not sure whether she wants to keep it—Ames wonders if this is the chance he's been waiting for. Could the three of them form some kind of unconventional family—and raise the baby together? This provocative debut is about what happens at the emotional messy vulnerable corners of womanhood that platitudes and good intentions can't reach. Torrey Peters brilliantly and fearlessly navigates the most dangerous taboos around gender sex and relationships gifting us a thrillingly original witty and deeply moving novel.
The Infinite and the Divine,TheInfiniteandtheDivine,RobertRath,RichardReed,,Aliens Dark Dystopian ScienceFiction,A Necrons audio. Trazyn the Infinite and Orikan the Diviner are opposites. Each is obsessed with their own speciality and their rivalry spans a millennia. Yet together they may hold the secret to saving the necron race.... Listen to it because: explore a story told across the millennia that delves deep into a pair of fascinating necron characters their relationship and their plans for the galaxy. The story: before the being called the Emperor revealed himself before the rise of the aeldari before the necrontyr traded their flesh for immortal metal the world was born in violence. Even when they inhabited bodies of flesh Trazyn the Infinite and Orikan the Diviner were polar opposites. Trazyn a collector of historical oddities presides over a gallery full of the most dangerous artefacts - and people - of the galactic past. Orikan a chronomancer without peer draws zodiacs that predict and manipulate the future. But when an artefact emerges that may hold the key to the necrons’ next evolution these two obsessives enter a multi-millennia game of cat and mouse that ends civilisations reshapes timelines and changes both forever. As riddles unwind and ancient secrets are revealed the question remains: will their feud save the necron race or destroy it? Written by Robert Rath. Narrated by Richard Reed.
Silverthorn,Silverthorn,RaymondE.Feist,NicholasGuySmith,TheRiftwarSaga,Action&Adventure Epic Fantasy,A poisoned bolt has struck down the Princess Anita on the day of her wedding to Prince Arutha of Krondor.  To save his beloved Arutha sets out in search of the mytics herb called Silverthorn that grows only in the dark and forbidding land of the Spellweavers.  Accompanied by a mercenary a minstrel and a clever young thief he will confront an ancient evil and do battle with the dark powers that threaten the enchanted realm of Midkemia. 
A Darkness at Sethanon,ADarknessatSethanon,RaymondE.Feist,NicholasGuySmith,TheRiftwarSaga,Action&Adventure Epic Fantasy,An evil wind blows through Midkemia. Dark legions have risen up to crush the Kingdom of the Isles and enslave it to dire magics. The final battle between Order and Chaos is about to begin in the ruins of the city called Sethanon.  Now Pug the master magician sometimes known as Milamber must undertake an awesome and perilous quest to the dawn of time to grapple with an ancient and terrible Enemy for the fate of a thousand worlds. 
Magician,Magician,RaymondE.Feist,PeterJoyce,TheRiftwarSaga,Action&Adventure Epic Fantasy,Here starts an adventure that will span lifetimes and worlds. Discover where the story begins. Raymond E. Feist is an internationally best-selling author. My name is Pug. I was once an orphaned kitchen boy with no family and no prospects but I am destined to become a master magician… War is coming to the Kingdom of the Isles from another world bringing with it chaos and destruction. Pug yearns to train as a warrior and fight for his kingdom alongside his foster-brother Tomas but instead he is forced to follow a different path: a path that will lead him right into the heart of the enemy. And one that will change the course of the war – and two worlds – forever. So begins the most epic series in fantasy fiction a tale that will cross worlds and generations. Magician is the first book in the Riftwar Saga. The trilogy continues with book two Silverthorn.
A Crown Imperiled,ACrownImperiled,RaymondE.Feist,JohnMeagher,TheChaoswarSaga,Action&Adventure Epic Fantasy,From the New York Times best-selling author of the Riftwar Cycle - including the original Riftwar the Serpentwar the Darkwar the Demonwar and now the Chaoswar - comes the latest entry in one of the most treasured and enduring sagas in modern fantasy: A Crown Imperilled.  War rages in Midkemia once again and behind the chaos disquieting evidence points to dark elements at work.  As enemies march across the realm wreaking destruction its brave and loyal defenders battle to survive - a struggle made more perilous now that Jim Dasher's trusted intelligence network has been cleverly dismantled. Region by region Midkemia is being ripped apart and the loyal spy and his allies find themselves overpowered at every turn.  Signs of the kingdom's impending doom surround them. King Gregory of the Isles has yet to produce an heir. Roldem and Rillanon have each been plagued by palace coups that threaten to topple their thrones. Lord Hal of Crydee and his great friend Ty Hawkins champion swordsman of the Masters' Court have been entrusted with smuggling Princess Stephané and her lady-in-waiting the lovely and perplexing Lady Gabriella out of Roldem to safety. But the rising danger has made finding refuge treacherous.  Nowhere is safe including Ylith Midkemia's strategic bastion where Hal's younger brothers Martin and Brendan hold off an onslaught of brutal Keshian Dog Soldiers and a mysterious force from beneath the sea. Yet courage alone is not enough to withstand the continued enemy assault. Without reinforcements hope of success fades. Martin Brendan and their compatriots know that while losing Crydee the legendary city on the kingdom's edge would be devastating the realm can still be saved. But if Ylith falls all is lost.  As Jim Hal and all their brothers in arms fight for their lives Pug and the Conclave of Shadows embark on a magical quest to hunt down the dark force orchestrating the destruction before Midkemia is annihilated. And time is running out...
A Kingdom Besieged,AKingdomBesieged,RaymondE.Feist,PeterJoyce,TheChaoswarSaga,Fantasy Epic Action&Adventure,Discover the fate of the original black Magician Pug and his motley crew of agents who safeguard the world of Trigia as prophecy becomes truth in the first book of the last ever Midkemian trilogy. THE KINGDOM BESIEGED The Darkness is coming… The Kingdom is plagued by rumour and instability. Kingdom spies in Kesh have been disappearing – either murdered or turned to the enemy side. Information has become scant and unreliable; but one thing appears clear. Dark forces are on the move… Since Pug and the Conclave of Shadows enforced peace after the last Keshian invasion the Empire has offered no threat. But now factions are rising and Jim Dasher reports mobilizations of large forces in the Keshian Confederacy. As the men of the West answer the King's call to muster Martin conDoin – left as caretaker of Crydee Keep – will suddenly be confronted with the vanguard of an invading army. He reminds himself that he is a year older than his legendary ancestor Prince Arutha was when he stood firm against the Tsurani invasion but Arutha had an army to command and Martin is left with old men and young boys. Massive events are about to unfold events which threaten the future of all human life in Midkemia…
Magician's End,Magician'sEnd,RaymondE.Feist,JohnMeagher,TheChaoswarSaga,Epic Fantasy Action&Adventure,As it began so shall it end - in magic mystery and majesty... Magician's End Thirty years ago Raymond E. Feist wrote his first novel Magician a story about an orphan boy named Pug who is thrust by a war into captivity in an alien world only to rise from slavery to become a Master Magician. Magician introduced readers to Midkemia and the Riftwars an epic series of battles between Good and Evil that have scarred this remarkable realm for generations. Now after 29 books (authored and coauthored) Feist delivers the crowning achievement of his renowned best-selling career: Magician's End the final chapter of the Chaoswar Saga and the climax of his extraordinary Riftwar Cycle. An uneasy quiet has settled upon Midkemia in the wake of a surprise invasion. But the land is far from peaceful. Leaderless the Kingdom is on the brink of anarchy and civil war unless Hal conDoin Duke of Crydee and his brothers can rally their allies to crown a new king. They must move quickly for war has left the land vulnerable to an agency of horrific destruction not of this world. No one is safe not even the Star Elves whose city deep in the Grey Tower Mountains has come under attack by an ancient darkness that seeks to extinguish every living thing in Midkemia. Yet the bravery of determined warriors - brothers in blood and arms - is not enough to ensure the Kingdom's preservation without the magic of the Master Sorcerer Pug. A powerful spell has trapped him his son Magnus and two unlikely allies in an unfamiliar realm and they must find their separate ways home - a journey of memory and discovery that will illuminate the truth of the destiny that awaits them. But to save Midkemia - and everything he has fought for and all he cherishes - Pug will have to pay the ultimate price. A breathtaking tale of elves and men love and hate ambition and sacrifice intrigue and brotherhood war and peace Magician's End brilliantly captures the essence of life and the eternal struggle for survival. It is an extraordinary ending to the magnificent saga that has made award-winning Raymond E. Feist a legend.
Daughter of the Empire,DaughteroftheEmpire,RaymondE.Feist JannyWurts,TaniaRodrigues,TheEmpireTrilogy,Action&Adventure Epic Fantasy,An epic tale of adventure and intrigue Daughter of the Empire is fantasy of the highest order by two of the most talented writers in the field today. Magic and murder engulf the realm of Kelewan. Fierce warlords ignite a bitter blood feud to enslave the empire of Tsuranuanni. While in the opulent Imperial courts assassins and spy-master plot cunning and devious intrigues against the rightful heir. Now Mara a young untested Ruling lady is called upon to lead her people in a heroic struggle for survival. But first she must rally an army of rebel warriors form a pact with the alien cho-ja and marry the son of a hated enemy. Only then can Mara face her most dangerous foe of all - in his own impregnable stronghold.
Servant of the Empire,ServantoftheEmpire,RaymondE.Feist JannyWurts,TaniaRodrigues,TheEmpireTrilogy,Fantasy Epic Action&Adventure,"""A sweeping drama unveiling a tale of love hate and sacrifice against the panorama of an alien yet familiar society."" (Publishers Weekly)  ""Uncommonly satisfying."" (Locus) "
Mistress of the Empire,MistressoftheEmpire,RaymondE.Feist JannyWurts,TaniaRodrigues,TheEmpireTrilogy,Action&Adventure Epic Fantasy,The world on the other side of the rift: Kelewan a land seething with political intrigue and deadly conspiracies. Following the opulent panoply of Daughter of the Empire and the dazzling pageantry of Servant of the Empire comes the resounding conclusion to the Empire trilogy.  Besieged by spies and rival houses stalked by a secret and merciless brotherhood of assassins the brilliant Lady Mara of the Acoma faces the most deadly challenge she has ever known. The fearsome Black Robes see Mara as the ultimate threat to their ancient power. In search of allies who will join her against them Mara must travel beyond civilization's borders and even into the hives of the alien cho-ja. As those near and dear to her fall victim to many enemies Mara cries out for vengeance. Drawing on all of her courage and guile she prepares to fight her greatest battle of all - for her life her home and the Empire itself. 
Prince of the Blood,PrinceoftheBlood,RaymondE.Feist,PeterJoyce,Krondor'sSons,Action&Adventure Epic Fantasy,Prince of the Blood is a work that explores strength and weakness hope and fear and what it means to be a man - in a kingdom where peace is the most precious commodity of all.  If there were two more impetuous and carefree men in the Kingdom of the Isles they had yet to be found. Twins Borric and Erland wore that mantle proudly much to the chagrin of their father Prince Arutha of Krondor. But their blissful youth has come to an end. Their uncle the King has produced no male children. Bypassing himself Arutha names Borric the eldest twin by seconds the Royal Heir. As his brother Erland will have his own great responsibilities to shoulder. To drive home their future roles Arutha sends them as ambassadors to Kesh the most feared nation in the world. Borric and Erland will be presented to the Queen of Kesh - the single most powerful ruler in the known world - at her 75th Jubilee Anniversary.  But they have not even left Krondor when an assassination attempt on Borric is thwarted. Aware that he is being provoked into war Arutha does not rise to the bait. His sons' journey will not be deterred for nothing less than peace is riding on it. Yet there is to be no peace for the young princes. When their traveling party is ambushed Borric disappears and is presumed dead - sending Erland into spirals of rage and grief as he is forced to navigate alone the court intrigues at Kesh. But unbeknownst to anyone Borric lives and has escaped his captors. In a strange land with a price on his head Borric must use all his wits and stamina to find his way back to his brother.  On separate paths the two men - one a fugitive and one a future king - make their journey toward maturity honor and duty. For every step they take could sway the fragile peace of the land as those who crave war rally against them - and become ever more daring. 
The King's Buccaneer,TheKing'sBuccaneer,RaymondE.Feist,PeterJoyce,Krondor'sSons,Action&Adventure Epic Fantasy,Long recovered from the ravages of the Riftwar the land and people of the kingdom of the Isles thrive. Nicholas the youngest son of Prince Arutha is intelligent and gifted but vastly inexperienced. In hopes of hardening him his father sends him and his irreverent squire Harry to live at Rustic Castle Crydee to learn of life beyond the halls of privilege. But within weeks of Nicholas and Harry's arrival Crydee is viciously attacked by unknown assailants resulting in murder massive destruction and the abduction of two young noblewomen. The raiders have come from a pirate haven and are no ordinary foe...but an enemy connected to dark magical forces that threaten the lands Nicholas will someday rule - if he survives. 
Rise of a Merchant Prince,RiseofaMerchantPrince,RaymondE.Feist,PeterJoyce,TheSerpentwarSaga,Epic Fantasy Action&Adventure,“Feist has a natural talent for keeping the reader turning pages.” (Chicago Sun-Times)  The Serpentwar Saga continues!  The second book in master fantasist Raymond E. Feist’s New York Times best-selling classic epic fantasy adventure of war magic betrayal and heroism Rise of a Merchant Prince chronicles the further exploits of the young protagonists of Shadow of a Dark Queen in the aftermath of the initial confrontation with the fearsome reptilian Sauur and the invading armies of the dreaded Emerald Queen. Return once more to Midkemia - and discover why Science Fiction Chronicle calls Raymond E. Feist “Without question one of the very best writers of fantasy adventure practicing today.”  Any listener addicted to the works of Terry Goodkind George R. R. Martin and Terry Brooks simply must add Feist’s Serpentwar Saga to his fantasy bookshelf. 
